The SAS System,,,,,,,,,,,
,,,,,,,,,,,
IPO_Firm_Name,IPODate,PERMNO,Names Date,Returns,Value-Weighted,Return on the S&P,,,,,
,,,,,Return-incl. dividends,500 Index,Holding Period,Month,1+Daily Returns,1+Vwretd,1+SPrtrn
GreenSky Inc,5/24/2018,17795,3/27/2019,-0.00157,-0.004686,-0.004644,0.191008242,10,0.99843,0.995314,0.995356
GreenSky Inc,5/24/2018,17795,3/28/2019,0.014937,0.004111,0.00359,,,1.014937,1.004111,1.00359
GreenSky Inc,5/24/2018,17795,3/29/2019,0.002324,0.006019,0.006734,,,1.002324,1.006019,1.006734
GreenSky Inc,5/24/2018,17795,4/1/2019,0.020866,0.011239,0.011569,,,1.020866,1.011239,1.011569
GreenSky Inc,5/24/2018,17795,4/2/2019,-0.004542,-0.000146,0.000017,,,0.995458,0.999854,1.000017
GreenSky Inc,5/24/2018,17795,4/3/2019,-0.004563,0.002548,0.002148,,,0.995437,1.002548,1.002148
GreenSky Inc,5/24/2018,17795,4/4/2019,-0.016807,0.001939,0.002085,,,0.983193,1.001939,1.002085
GreenSky Inc,5/24/2018,17795,4/5/2019,0.013209,0.005114,0.004636,,,1.013209,1.005114,1.004636
GreenSky Inc,5/24/2018,17795,4/8/2019,0.003067,0.001042,0.001047,,,1.003067,1.001042,1.001047
GreenSky Inc,5/24/2018,17795,4/9/2019,0.022936,-0.006282,-0.006067,,,1.022936,0.993718,0.993933
GreenSky Inc,5/24/2018,17795,4/10/2019,0.013453,0.004781,0.003478,,,1.013453,1.004781,1.003478
GreenSky Inc,5/24/2018,17795,4/11/2019,0.036873,-0.000123,0.000038,,,1.036873,0.999877,1.000038
GreenSky Inc,5/24/2018,17795,4/12/2019,-0.003556,0.006427,0.006609,,,0.996444,1.006427,1.006609
GreenSky Inc,5/24/2018,17795,4/15/2019,0.023555,-0.001019,-0.000629,,,1.023555,0.998981,0.999371
GreenSky Inc,5/24/2018,17795,4/16/2019,0.040446,0.000713,0.000509,,,1.040446,1.000713,1.000509
