The SAS System,,,,,,,,,,,
,,,,,,,,,,,
IPO_Firm_Name,IPODate,PERMNO,Names Date,Returns,Value-Weighted,Return on the S&P,,,,,
,,,,,Return-incl. dividends,500 Index,Holding Period,Month,1+Daily Return,1+Vwretd,1+SPrtrn
Construction Partners Inc,5/4/2018,17801,1/2/2019,0.082673,0.001796,0.001269,,,1.082673,1.001796,1.001269
Construction Partners Inc,5/4/2018,17801,1/3/2019,0.01046,-0.021043,-0.024757,,,1.01046,0.978957,0.975243
Construction Partners Inc,5/4/2018,17801,1/4/2019,-0.011387,0.03341,0.034336,0.015957265,8,0.988613,1.03341,1.034336
Construction Partners Inc,5/4/2018,17801,1/7/2019,0.020942,0.009202,0.00701,,,1.020942,1.009202,1.00701
Construction Partners Inc,5/4/2018,17801,1/8/2019,0.075897,0.010269,0.009695,,,1.075897,1.010269,1.009695
Construction Partners Inc,5/4/2018,17801,1/9/2019,-0.007626,0.006199,0.004098,,,0.992374,1.006199,1.004098
Construction Partners Inc,5/4/2018,17801,1/10/2019,-0.004803,0.004474,0.004518,,,0.995197,1.004474,1.004518
Construction Partners Inc,5/4/2018,17801,1/11/2019,0.060811,-0.000152,-0.000146,,,1.060811,0.999848,0.999854
Construction Partners Inc,5/4/2018,17801,1/14/2019,0.007279,-0.005465,-0.005258,,,1.007279,0.994535,0.994742
Construction Partners Inc,5/4/2018,17801,1/15/2019,-0.05149,0.009839,0.010722,,,0.94851,1.009839,1.010722
Construction Partners Inc,5/4/2018,17801,1/16/2019,0.032381,0.003177,0.002222,,,1.032381,1.003177,1.002222
Construction Partners Inc,5/4/2018,17801,1/17/2019,-0.009225,0.007082,0.007591,,,0.990775,1.007082,1.007591
Construction Partners Inc,5/4/2018,17801,1/18/2019,0.038175,0.012032,0.013183,,,1.038175,1.012032,1.013183
Construction Partners Inc,5/4/2018,17801,1/22/2019,0.040359,-0.01415,-0.014157,,,1.040359,0.98585,0.985843
Construction Partners Inc,5/4/2018,17801,1/23/2019,-0.013793,0.001313,0.002203,,,0.986207,1.001313,1.002203
Construction Partners Inc,5/4/2018,17801,1/24/2019,0.013986,0.002789,0.001376,,,1.013986,1.002789,1.001376
Construction Partners Inc,5/4/2018,17801,1/25/2019,0.018103,0.009553,0.008489,,,1.018103,1.009553,1.008489
Construction Partners Inc,5/4/2018,17801,1/28/2019,0.003387,-0.006493,-0.007847,,,1.003387,0.993507,0.992153
Construction Partners Inc,5/4/2018,17801,1/29/2019,0.003376,-0.000918,-0.001456,,,1.003376,0.999082,0.998544
Construction Partners Inc,5/4/2018,17801,1/30/2019,0.009251,0.014357,0.015549,,,1.009251,1.014357,1.015549
Construction Partners Inc,5/4/2018,17801,1/31/2019,-0.005,0.008467,0.008597,,,0.995,1.008467,1.008597
Construction Partners Inc,5/4/2018,17801,2/1/2019,-0.0201,0.001418,0.000899,,,0.9799,1.001418,1.000899
Construction Partners Inc,5/4/2018,17801,2/4/2019,-0.018803,0.006692,0.006776,,,0.981197,1.006692,1.006776
Construction Partners Inc,5/4/2018,17801,2/5/2019,-0.028746,0.004392,0.004708,0.143590852,9,0.971254,1.004392,1.004708
Construction Partners Inc,5/4/2018,17801,2/6/2019,0.034978,-0.002529,-0.002224,,,1.034978,0.997471,0.997776
Construction Partners Inc,5/4/2018,17801,2/7/2019,0.009532,-0.008815,-0.009357,,,1.009532,0.991185,0.990643
Construction Partners Inc,5/4/2018,17801,2/8/2019,-0.023176,0.000651,0.000676,,,0.976824,1.000651,1.000676
Construction Partners Inc,5/4/2018,17801,2/11/2019,0.010545,0.001262,0.000709,,,1.010545,1.001262,1.000709
Construction Partners Inc,5/4/2018,17801,2/12/2019,-0.037391,0.012367,0.01289,,,0.962609,1.012367,1.01289
Construction Partners Inc,5/4/2018,17801,2/13/2019,0.004517,0.002782,0.003024,,,1.004517,1.002782,1.003024
Construction Partners Inc,5/4/2018,17801,2/14/2019,0.026978,-0.001423,-0.002652,,,1.026978,0.998577,0.997348
Construction Partners Inc,5/4/2018,17801,2/15/2019,0.038529,0.010835,0.010879,,,1.038529,1.010835,1.010879
Construction Partners Inc,5/4/2018,17801,2/19/2019,0.005059,0.002351,0.001499,,,1.005059,1.002351,1.001499
Construction Partners Inc,5/4/2018,17801,2/20/2019,0.002517,0.002105,0.001777,,,1.002517,1.002105,1.001777
Construction Partners Inc,5/4/2018,17801,2/21/2019,0.005021,-0.003534,-0.003526,,,1.005021,0.996466,0.996474
Construction Partners Inc,5/4/2018,17801,2/22/2019,0.006661,0.006367,0.006411,,,1.006661,1.006367,1.006411
Construction Partners Inc,5/4/2018,17801,2/25/2019,-0.019851,0.001355,0.001232,,,0.980149,1.001355,1.001232
Construction Partners Inc,5/4/2018,17801,2/26/2019,-0.007595,-0.001496,-0.00079,,,0.992405,0.998504,0.99921
Construction Partners Inc,5/4/2018,17801,2/27/2019,0.079932,0.000503,-0.000544,,,1.079932,1.000503,0.999456
Construction Partners Inc,5/4/2018,17801,2/28/2019,-0.026772,-0.002832,-0.002826,,,0.973228,0.997168,0.997174
Construction Partners Inc,5/4/2018,17801,3/1/2019,-0.017799,0.006074,0.006895,,,0.982201,1.006074,1.006895
Construction Partners Inc,5/4/2018,17801,3/4/2019,0.014827,-0.004235,-0.003881,,,1.014827,0.995765,0.996119
Construction Partners Inc,5/4/2018,17801,3/5/2019,-0.008929,-0.00132,-0.001131,,,0.991071,0.99868,0.998869
Construction Partners Inc,5/4/2018,17801,3/6/2019,0.000819,-0.007768,-0.006524,,,1.000819,0.992232,0.993476
Construction Partners Inc,5/4/2018,17801,3/7/2019,0.010638,-0.007494,-0.008126,0.070190516,10,1.010638,0.992506,0.991874
Construction Partners Inc,5/4/2018,17801,3/8/2019,-0.008097,-0.0019,-0.002132,,,0.991903,0.9981,0.997868
Construction Partners Inc,5/4/2018,17801,3/11/2019,-0.030204,0.014348,0.014666,,,0.969796,1.014348,1.014666
Construction Partners Inc,5/4/2018,17801,3/12/2019,-0.000842,0.002743,0.002953,,,0.999158,1.002743,1.002953
Construction Partners Inc,5/4/2018,17801,3/13/2019,0.037911,0.006419,0.00695,,,1.037911,1.006419,1.00695
Construction Partners Inc,5/4/2018,17801,3/14/2019,-0.008117,-0.000989,-0.000868,,,0.991883,0.999011,0.999132
Construction Partners Inc,5/4/2018,17801,3/15/2019,0.004092,0.004549,0.004985,,,1.004092,1.004549,1.004985
Construction Partners Inc,5/4/2018,17801,3/18/2019,-0.010595,0.004449,0.003706,,,0.989405,1.004449,1.003706
Construction Partners Inc,5/4/2018,17801,3/19/2019,-0.015651,-0.000676,-0.000131,,,0.984349,0.999324,0.999869
Construction Partners Inc,5/4/2018,17801,3/20/2019,0.01841,-0.003146,-0.002944,,,1.01841,0.996854,0.997056
